seqID,JNET_acc,HMM_acc,PSSM_acc,JNET_sov,HMM_sov,PSSM_sov
25324,83.01,83.66,81.05,75.87,77.55,74.90
25325,88.70,87.83,90.43,94.43,85.01,95.30
25351,80.00,80.00,80.00,80.37,79.32,76.74
25362,64.71,63.24,54.41,59.04,52.55,45.28
25363,82.61,82.61,80.00,91.39,91.67,90.64
25377,57.89,57.89,57.89,52.24,52.24,50.88
25378,83.59,84.37,81.25,87.59,88.26,86.44
25396,89.55,83.58,94.03,69.04,69.63,88.47
25419,80.00,82.86,77.14,63.52,63.87,60.20
25421,79.75,77.22,77.22,77.31,76.71,81.65
25431,72.34,74.47,63.83,50.47,49.50,35.63
25434,75.00,72.50,78.75,79.98,73.73,86.72
25439,76.22,76.22,74.39,69.53,79.33,65.27
25440,78.08,80.82,73.97,70.87,70.87,73.13
25443,88.51,87.16,89.86,86.78,82.04,87.68
25455,58.42,57.43,60.40,17.67,19.95,18.50
25458,54.29,60.00,51.43,44.49,51.18,44.17
25463,71.18,71.18,70.00,62.15,64.64,62.49
25464,89.89,88.76,91.01,97.08,84.68,97.08
25488,85.86,86.87,85.86,88.12,89.13,86.99
25501,69.49,70.34,66.95,59.35,64.94,52.27
25504,78.85,78.85,78.85,83.33,79.70,82.69
25505,79.63,79.63,78.40,77.04,75.08,80.37
25507,88.19,84.03,88.89,74.76,91.30,91.60
25510,80.00,81.82,78.18,86.97,87.88,70.84
25523,93.27,92.31,92.31,100.00,98.08,99.52
25538,75.89,80.85,73.05,61.27,82.35,80.69
25539,93.33,94.67,89.33,99.33,98.33,98.36
25540,86.12,82.04,85.31,87.58,82.21,90.09
25560,82.12,82.42,78.79,86.32,82.04,73.44
25566,62.71,66.10,64.41,59.16,66.67,59.83
25573,74.07,74.07,73.33,73.16,72.87,71.60
25583,77.36,83.02,71.70,69.06,94.72,61.08
25598,75.41,70.49,77.05,86.61,86.98,86.75
25599,86.67,87.78,82.22,88.63,89.29,78.33
25602,69.93,70.59,69.28,69.10,70.48,64.96
25604,69.42,67.77,70.25,72.35,68.80,71.07
25610,83.29,82.54,81.55,70.39,69.77,76.61
25615,66.10,69.49,62.71,52.97,57.86,54.66
25618,73.49,71.08,71.08,52.63,50.48,52.12
25629,83.08,81.54,79.23,86.55,86.22,83.35
25640,71.95,69.23,76.47,59.95,61.11,64.99
25646,83.19,84.07,82.30,89.28,90.99,87.99
25648,87.19,85.00,84.37,90.71,83.80,84.29
25649,71.43,74.29,70.48,59.04,68.27,56.00
25652,88.00,86.67,89.33,82.39,86.90,82.92
25659,79.08,76.91,77.78,78.41,74.87,75.51
25670,85.50,86.26,80.15,71.85,79.24,72.72
25687,82.00,85.00,81.00,81.08,79.34,78.42
25704,82.09,83.58,79.10,78.01,79.08,76.55
25707,82.07,80.85,79.64,72.99,71.90,70.76
25713,69.50,70.21,69.50,75.10,75.77,76.17
25715,78.91,78.91,80.47,80.21,80.21,84.94
25725,92.94,90.59,92.94,95.76,94.00,95.76
25726,85.81,88.51,85.14,77.12,84.98,76.57
25727,89.70,83.64,89.70,94.28,86.05,97.21
25730,79.61,78.09,78.31,75.54,71.70,71.91
25752,89.72,88.79,90.65,94.41,87.84,95.03
25760,83.44,81.60,86.50,85.40,84.76,86.61
25769,78.21,82.05,73.08,73.78,80.12,68.25
25781,84.30,83.47,77.69,82.86,81.81,76.67
25790,72.09,75.19,67.44,59.12,66.52,58.22
25792,74.34,73.89,73.45,71.30,67.31,70.39
25807,86.59,86.59,89.02,93.60,93.60,94.33
25812,82.47,82.47,78.69,80.04,81.07,74.75
25824,75.97,75.19,77.52,57.35,61.41,58.44
25825,83.33,75.60,83.93,65.46,68.25,66.82
25834,83.38,82.25,79.44,85.65,86.99,74.83
25839,84.15,84.15,82.93,91.40,92.52,91.40
25846,69.88,67.47,69.88,44.62,60.42,44.27
25848,87.19,85.52,86.07,82.44,81.32,79.89
25853,86.67,86.67,88.57,87.66,86.30,94.34
25863,75.65,77.39,65.22,71.69,72.65,64.55
25867,87.69,84.62,84.62,72.95,62.37,72.62
25870,54.05,45.95,62.16,57.01,22.82,50.55
25891,70.70,70.70,70.06,71.24,71.64,68.63
25892,83.33,80.00,87.78,78.06,83.36,83.67
25894,87.39,86.49,85.59,85.33,83.52,90.80
25903,81.82,81.82,82.42,82.22,82.51,82.05
25922,83.46,83.46,82.68,91.70,91.70,93.85
25924,70.83,72.92,77.08,59.69,60.73,60.54
25928,85.77,83.27,81.49,92.60,88.76,84.15
25944,79.15,79.15,78.30,83.46,80.60,73.10
25952,83.67,78.57,80.61,86.18,76.63,83.05
25953,84.78,84.78,83.33,91.23,88.10,90.04
25955,75.77,76.54,69.23,73.75,76.32,67.10
25961,86.73,86.73,87.76,88.53,88.81,89.74
25973,90.57,92.45,85.66,94.83,95.90,91.05
25978,86.01,86.71,78.32,76.35,84.71,72.46
25983,83.72,82.17,81.01,83.32,82.83,79.09
25996,86.49,86.49,88.29,63.76,95.62,79.49
26013,83.23,83.23,77.02,84.50,87.65,72.42
26020,78.35,78.35,76.29,77.05,77.79,76.54
26027,78.42,80.00,69.47,85.60,80.18,73.64
26029,77.51,75.15,64.50,71.62,69.83,59.20
26032,81.17,83.12,83.12,82.72,77.14,83.69
26037,75.07,76.23,71.01,66.12,62.54,62.53
26042,87.31,87.31,85.79,90.67,90.81,90.90
26062,78.16,78.52,68.23,65.20,67.27,58.60
26070,84.25,85.62,82.88,80.98,82.13,82.06
26081,80.58,77.67,77.67,86.85,82.67,81.49
26082,81.55,84.12,79.40,82.53,84.44,80.74
26089,92.98,94.74,89.47,79.49,82.05,79.49
26096,86.96,83.09,88.89,87.45,82.93,91.94
26106,87.62,84.83,83.59,70.08,70.06,56.65
26109,77.87,77.05,76.23,67.56,66.99,70.47
26112,81.95,84.96,78.95,78.57,92.63,73.30
26115,76.82,78.81,70.20,71.25,70.71,66.63
26128,79.30,78.88,75.98,74.45,76.20,71.54
26138,84.57,87.43,80.57,87.67,89.49,76.78
26145,94.79,94.79,95.83,85.45,85.45,85.45
26150,76.84,84.21,75.79,82.61,90.96,78.56
26161,81.11,81.67,80.00,73.18,71.09,67.03
26175,94.87,92.31,94.87,92.24,88.79,89.02
26199,77.31,79.63,72.22,76.61,78.86,78.36
