seqID,JNET_acc,HMM_acc,PSSM_acc,JNET_sov,HMM_sov,PSSM_sov
25443,87.84,91.22,80.41,85.25,92.77,76.31
25450,87.50,88.28,82.81,89.36,96.90,85.21
25454,81.72,79.57,78.49,89.92,83.35,84.93
25459,85.71,89.29,87.50,71.51,83.59,73.30
25464,93.26,84.27,92.13,99.44,95.77,88.94
25475,87.74,88.68,82.08,81.94,95.51,93.12
25489,74.42,72.09,69.77,82.31,82.31,77.71
25507,91.67,89.58,94.44,87.09,85.01,95.07
25510,89.09,83.64,90.91,76.06,75.53,89.00
25512,90.48,86.90,87.50,88.29,85.78,86.30
25514,45.71,42.86,58.57,39.68,37.71,52.19
25515,85.59,86.44,84.75,83.51,84.01,84.51
25521,74.42,74.42,79.07,71.57,69.80,73.89
25526,80.33,81.97,80.33,74.04,75.38,72.31
25529,74.12,74.71,71.76,72.43,73.78,67.91
25533,90.37,90.37,90.00,92.83,92.83,94.47
25537,88.43,88.43,81.82,91.35,89.06,86.01
25541,83.33,85.19,85.19,84.71,85.18,85.71
25557,79.49,82.05,75.64,92.74,93.38,87.93
25560,82.12,82.73,76.67,85.63,84.28,72.75
25563,86.08,84.81,82.28,86.96,84.77,78.57
25578,69.60,66.40,68.80,68.85,63.41,66.24
25608,84.79,83.50,82.20,88.78,86.57,86.67
25612,85.00,86.67,80.00,89.96,89.94,86.22
25618,69.88,69.88,68.67,46.82,46.77,48.32
25625,82.31,82.99,76.19,83.91,85.67,69.49
25635,76.97,74.16,77.53,77.83,78.25,77.64
25647,74.26,70.30,76.24,70.95,64.65,71.48
25649,71.43,70.48,70.00,61.53,60.98,58.14
25652,92.00,90.67,89.33,97.33,97.33,94.67
25670,83.97,87.79,86.26,82.66,92.37,84.08
25674,94.05,94.05,94.05,96.94,96.94,96.94
25679,83.52,84.09,81.25,91.60,90.94,82.08
25711,89.47,88.82,90.13,97.73,97.84,84.10
25714,90.08,90.08,90.08,92.09,92.42,93.14
25717,76.23,77.05,76.23,81.17,76.67,81.58
25719,90.51,89.33,88.93,92.79,92.03,91.82
25725,94.12,91.76,88.24,95.76,94.00,90.35
25728,75.00,76.67,80.00,83.91,83.91,81.06
25735,92.31,92.31,92.31,100.00,100.00,100.00
25737,84.01,84.39,84.39,83.44,83.33,85.40
25756,94.89,93.75,92.61,99.43,92.71,96.51
25757,89.23,90.77,90.00,86.54,94.62,86.29
25766,90.59,91.76,91.76,98.43,98.63,98.63
25792,73.45,72.57,73.89,64.21,63.58,65.30
25794,72.82,75.24,63.11,58.20,58.75,29.42
25796,72.48,73.39,75.23,73.11,76.70,69.60
25803,78.96,79.29,73.46,82.91,82.05,75.51
25804,83.72,86.05,77.91,71.03,75.15,53.82
25810,83.87,83.41,69.59,72.62,72.13,48.17
25812,83.51,84.88,75.60,85.70,87.26,71.61
25819,74.51,75.49,70.10,70.01,67.19,65.69
25820,81.69,83.80,82.39,77.63,78.49,80.91
25823,86.36,83.33,87.88,84.92,84.92,87.12
25824,77.52,77.91,78.29,58.20,58.38,58.35
25842,80.36,82.14,75.89,75.94,84.03,72.68
25848,88.02,84.96,86.63,84.97,82.57,86.25
25855,87.34,89.87,89.87,82.29,82.29,86.52
25856,91.78,90.41,87.67,82.38,95.07,79.93
25857,84.48,81.03,82.76,80.84,80.84,82.69
25870,51.35,29.73,59.46,55.21,24.49,47.24
25881,78.81,78.81,80.13,78.33,79.11,81.74
25882,82.94,81.52,84.83,82.26,83.75,86.56
25895,80.08,79.89,77.39,72.14,71.42,68.42
25920,86.33,87.05,85.61,91.59,91.59,90.95
25945,88.73,83.10,87.32,92.02,93.19,91.16
25947,88.07,86.24,88.07,90.35,89.95,88.47
25957,79.41,79.41,83.33,82.46,82.62,88.17
25959,83.66,81.70,75.16,82.56,82.68,72.85
25980,70.00,71.33,68.00,49.90,46.83,51.77
25988,72.53,72.22,70.06,63.47,63.91,62.68
25992,82.53,84.34,79.52,79.95,85.45,78.38
25995,90.36,88.55,89.16,100.00,94.40,99.40
26042,87.31,88.83,83.76,89.38,91.13,81.92
26062,80.51,81.23,73.83,65.44,64.48,62.25
26070,86.99,89.04,86.30,84.83,85.72,86.09
26076,83.82,83.82,80.88,77.47,76.65,73.85
26080,81.74,80.82,81.74,86.48,87.26,86.91
26081,78.16,79.61,77.18,80.61,81.70,83.81
26082,84.12,86.70,81.55,83.73,86.49,84.12
26088,91.11,90.56,91.11,66.94,61.64,73.23
26093,85.71,85.03,85.71,84.40,81.72,84.22
26103,88.79,88.79,84.48,89.32,90.56,84.04
26104,75.41,72.13,72.13,77.51,73.95,78.02
26108,85.00,85.00,83.00,88.32,86.65,86.09
26118,83.17,85.58,79.33,88.40,86.76,85.41
26128,78.67,81.99,75.16,77.39,83.59,74.05
26130,82.14,81.59,80.22,74.01,76.56,68.59
26134,82.26,76.60,80.75,81.41,70.55,79.09
26138,84.57,84.00,85.71,83.59,80.43,86.56
26144,81.15,82.79,68.03,88.36,89.98,69.07
26147,90.38,91.35,89.90,92.98,90.63,91.10
26148,86.92,83.18,88.16,93.53,88.10,90.54
26157,83.22,84.62,83.92,82.00,76.72,75.00
26172,88.18,89.09,87.27,81.60,81.60,79.88
26174,79.37,80.72,73.54,65.64,78.67,52.72
26185,91.23,91.23,80.70,93.39,93.39,72.16
26190,84.48,84.48,84.48,88.48,89.77,89.67
